Product ID,Category,Sub Category,Type,Brand,Product Name,UPC Code,Product Description,Price,Tax,Store,Size,UOM,Image,Spice Level,Aisle No.
,Frozen Food,Frozen Pizza,Frozen Pizza,American Flatbread ,American Flatbread Cheese Trio & Tomato Sauce ,731789430329,American Flatbread Cheese Trio & Tomato Sauce ,9.99,0,Market Basket,11.9,oz,X4874.jpg,,19
,Frozen Food,Frozen Dessert,Frozen Dessert,American Flatbread ,American Flatbread Farners' Tomato Pie ,731789130274,American Flatbread Farners' Tomato Pie ,9.99,0,Market Basket,9.9,oz,X4875.jpg,,19
,Frozen Food,Frozen Pizza,Frozen Pizza,American Flatbread ,American Flatbread Tomato Sause & Three Cheese ,731789891441,American Flatbread Tomato Sause & Three Cheese ,11.24,0,Market Basket,15.50,oz,X4887.jpg,,19
,Frozen Food,Frozen Pizza,Frozen Pizza,American Flatbread ,American Flatbread Sausage & Cheese ,731789035142,American Flatbread Sausage & Cheese ,11.24,0,Market Basket,16.61,oz,X4888.jpg,,19
,Frozen Food,Frozen Pizza,Frozen Pizza,American Flatbread ,American Flatbread Uncured Pepperoni & Uncured Bacon ,7.31789E+11,American Flatbread Uncured Pepperoni & Uncured Bacon ,11.24,0,Market Basket,17.1,oz,X4889.jpg,,19
,Frozen Food,Frozen Pizza,Frozen Pizza,American Flatbread ,American Flatbread Twisted 6 Cheese ,7.31789E+11,American Flatbread Twisted 6 Cheese ,11.24,0,Market Basket,14,oz,X4890.jpg,,19
,Cooking Needs,Baking & Cooking,Pizza Sauce,Amore,Amore Tomato Basil Paste Vegan Double concentrated ,072248710027,Amore Tomato Basil Paste Vegan Double concentrated ,3.74,0,Market Basket,4.5,oz,X1301.jpg,,4
,Cooking Needs,Baking & Cooking,Pizza Sauce,Amore,Amore Garlic Paste Vegan,072248271566,Amore Garlic Paste Vegan,4.38,0,Market Basket,3.2,oz,X1302.jpg,,4
,Cooking Needs,Baking & Cooking,Pizza Sauce,Amore,Amore Chilli Pepper Paste Vegan ,072248271542,Amore Chilli Pepper Paste Vegan ,4.38,0,Market Basket,3.2,oz,X1303.jpg,,4
,Cooking Needs,Baking & Cooking,Pizza Sauce,Amore,Amore Pesto Paste Vegan,072248250646,Amore Pesto Paste Vegan,4.38,0,Market Basket,2.8,oz,X1304.jpg,,4
,Cooking Needs,Baking & Cooking,Pizza Sauce,Amore,Amore Sun Dried Tomato Paste Vegan ,072248213047,Amore Sun Dried Tomato Paste Vegan ,5.61,0,Market Basket,2.8,oz,X1305.jpg,,4
,Cooking Needs,Baking & Cooking,Pizza Sauce,Amore,Amore Anchovy Paste ,072248271580,Amore Anchovy Paste ,3.13,0,Market Basket,1.6,oz,X1306.jpg,,4
,Frozen Food,Frozen Dinners & Entrees,Frozen Meal,Amy's ,Amy's Macaroni & Cheese,042272002641,Amy's Macaroni & Cheese,4.36,0,Market Basket,9,oz,X4154.jpg,,18
,Frozen Food,Frozen Dinners & Entrees,Frozen Meal,Amy's ,Amy's Rice Mac & Cheese,042272000456,Amy's Rice Mac & Cheese,4.36,0,Market Basket,9,oz,X4155.jpg,,18
,Frozen Food,Frozen Dinners & Entrees,Frozen Meal,Amy's ,Amy's Tofu Scramble,042272000548,Amy's Tofu Scramble,5.49,0,Market Basket,9,oz,X4156.jpg,,18
,Frozen Food,Frozen Dinners & Entrees,Frozen Meal,Amy's ,Amy's Indian Mattar Tofu Curried Peas & Tofu with Dal,042272002511,Amy's Indian Mattar Tofu Curried Peas & Tofu with Dal,5.49,0,Market Basket,9.5,oz,X4157.jpg,,18
,Frozen Food,Frozen Dinners & Entrees,Frozen Meal,Amy's ,Amy's Thai Pad Thai,042272009244,Amy's Thai Pad Thai,5.49,0,Market Basket,9.5,oz,X4158.jpg,,18
,Frozen Food,Frozen Dinners & Entrees,Frozen Meal,Amy's ,Amy's Thai Red Curry,042272009220,Amy's Thai Red Curry,5.49,0,Market Basket,10,oz,X4159.jpg,,18
,Frozen Food,Frozen Dinners & Entrees,Frozen Meal,Amy's ,Amy's Indian Palak Paneer,042272000593,Amy's Indian Palak Paneer,5.49,0,Market Basket,10,oz,X4160.jpg,,18
,Frozen Food,Frozen Dinners & Entrees,Frozen Meal,Amy's ,Amy's Vegetable Lasagna,042272000326,Amy's Vegetable Lasagna,5.49,0,Market Basket,9.5,oz,X4161.jpg,,18
,Frozen Food,Frozen Dinners & Entrees,Frozen Meal,Amy's ,Amy's Enchilada Cheese,042272000807,Amy's Enchilada Cheese,4.99,0,Market Basket,9,oz,X4162.jpg,,18
,Frozen Food,Frozen Dinners & Entrees,Frozen Meal,Amy's ,Amy's Enchilada Black Bean Vegetable,042272000814,Amy's Enchilada Black Bean Vegetable,4.99,0,Market Basket,9.5,oz,X4163.jpg,,18
,Frozen Food,Frozen Dessert,Frozen Dessert,Amy's ,Amy's Vegetable Pot Pie,042272000203,Amy's Vegetable Pot Pie,3.74,0,Market Basket,7.5,oz,X4164.jpg,,18
,Frozen Food,Frozen Dinners & Entrees,Frozen Meal,Amy's ,"Amy's Gluten Free Made with Organic Beans & Rice Burrito, Non Dairy",042272003525,"Amy's Gluten Free Made with Organic Beans & Rice Burrito, Non Dairy",3.36,0,Market Basket,5.5,oz,X4165.jpg,,18
,Frozen Food,Frozen Dinners & Entrees,Frozen Meal,Amy's ,Amy's Black Bean Burrito,042272000739,Amy's Black Bean Burrito,2.99,0,Market Basket,6,oz,X4166.jpg,,18
,Frozen Food,Frozen Dinners & Entrees,Frozen Meal,Amy's ,Amy's Burrito Cheddar Cheese,042272000715,Amy's Burrito Cheddar Cheese,2.99,0,Market Basket,6,oz,X4167.jpg,,18
,Frozen Food,Frozen Dinners & Entrees,Frozen Meal,Amy's ,Amy's Gluten Free Burrito Cheddar Cheese,042272003532,Amy's Gluten Free Burrito Cheddar Cheese,2.99,0,Market Basket,5.5,oz,X4168.jpg,,18
,Breakfast & Dairy,Cereal,Quinoa,Ancient Harvest,Ancient Harvest Quinoa Flakes,089125412004,Ancient Harvest Quinoa Flakes,11.24,0,Market Basket,12,oz,X3678.jpg,,5
,Pasta & Sauces,Gluten Free Pasta,Raw Pasta,Ancient Harvest,Ancient Harvest Protien Organic Pasta Spaghetti Gluten Free,089125250002,Ancient Harvest Protien Organic Pasta Spaghetti Gluten Free,3.74,0,Market Basket,8,oz,X1567.jpg,,4
,Pasta & Sauces,Gluten Free Pasta,Raw Pasta,Ancient Harvest,Ancient Harvest Protien Organic Pasta Linguini Gluten Free,089125230004,Ancient Harvest Protien Organic Pasta Linguini Gluten Free,3.74,0,Market Basket,8,oz,X1568.jpg,,4
,Pasta & Sauces,Gluten Free Pasta,Raw Pasta,Ancient Harvest,Ancient Harvest Protien Organic Pasta Green Lentil Spaghetti Gluten Free,089125250408,Ancient Harvest Protien Organic Pasta Green Lentil Spaghetti Gluten Free,3.74,0,Market Basket,8,oz,X1569.jpg,,4
,Pasta & Sauces,Gluten Free Pasta,Raw Pasta,Ancient Harvest,Ancient Harvest Protien Organic Pasta Red Lentil Rotini Gluten Free,089125260308,Ancient Harvest Protien Organic Pasta Red Lentil Rotini Gluten Free,3.74,0,Market Basket,8,oz,X1570.jpg,,4
,Pasta & Sauces,Gluten Free Pasta,Raw Pasta,Ancient Harvest,Ancient Harvest Organic Pasta Rotini Gluten Free,089125260001,Ancient Harvest Organic Pasta Rotini Gluten Free,3.74,0,Market Basket,8,oz,X1571.jpg,,4
,Pasta & Sauces,Gluten Free Pasta,Raw Pasta,Ancient Harvest,Ancient Harvest Organic Pasta Elbows Gluten Free,089125220005,Ancient Harvest Organic Pasta Elbows Gluten Free,3.74,0,Market Basket,8,oz,X1572.jpg,,4
,Pasta & Sauces,Gluten Free Pasta,Raw Pasta,Ancient Harvest,Ancient Harvest Protien Organic Pasta Penne Gluten Free,089125210303,Ancient Harvest Protien Organic Pasta Penne Gluten Free,3.74,0,Market Basket,9.6,oz,X1573.jpg,,4
,Pasta & Sauces,Gluten Free Pasta,Raw Pasta,Ancient Harvest,Ancient Harvest Organic Pasta Penne Gluten Free,089125210006,Ancient Harvest Organic Pasta Penne Gluten Free,3.74,0,Market Basket,9.6,oz,X1574.jpg,,4
,Pasta & Sauces,Gluten Free Pasta,Raw Pasta,Ancient Harvest,Ancient Harvest Organic Pasta Shells Gluten Free,089125270000,Ancient Harvest Organic Pasta Shells Gluten Free,3.74,0,Market Basket,8,oz,X1575.jpg,,4
,Breakfast & Dairy,Dairy & Eggs,Parmesan Cheese,Andrew & Everett,Andrew & Everett Real Grated Parmesan Cheese Gluten free,037983279109,Andrew & Everett Real Grated Parmesan Cheese Gluten free,6.24,0,Market Basket,7,oz,X1265.jpg,,4
,Frozen Food,Frozen Dinners & Entrees,Frozen Appetizers & Sides,Angy's,Angy's Fancy Italian Garlic Bread,075662006028,Angy's Fancy Italian Garlic Bread,1.99,0,Market Basket,9,oz,X4367.jpg,,18
,Frozen Food,Frozen Pasta,Frozen Pasta,Angy's,Angy's Lobster Ravioli,075662242105,Angy's Lobster Ravioli,4.36,0,Market Basket,20,oz,X4308.jpg,,18
,Frozen Food,Frozen Pasta,Frozen Pasta,Angy's,Angy's Butternut Squash & Maple Syrup Ravioli,075662242082,Angy's Butternut Squash & Maple Syrup Ravioli,4.36,0,Market Basket,20,oz,X4309.jpg,,18
,Frozen Food,Frozen Pasta,Frozen Pasta,Angy's,"Angy's Four Cheese, Spinach & Mushroom Ravioli",075662242112,"Angy's Four Cheese, Spinach & Mushroom Ravioli",4.36,0,Market Basket,20,oz,X4310.jpg,,18
,Frozen Food,Frozen Pasta,Frozen Pasta,Angy's,Angy's Meat Tortellini ,075662241115,Angy's Meat Tortellini ,4.99,0,Market Basket,24,oz,X4351.jpg,,18
,Frozen Food,Frozen Pasta,Frozen Pasta,Angy's,Angy's Tri Color Cheese Tortellini,075662241047,Angy's Tri Color Cheese Tortellini,4.99,0,Market Basket,24,oz,X4352.jpg,,18
,Frozen Food,Frozen Pasta,Frozen Pasta,Angy's,Angy's Cheese Tortellini,075662241030,Angy's Cheese Tortellini,4.99,0,Market Basket,24,oz,X4353.jpg,,18
,Condiments & Dressings,"Marinades, Ketchup & Sauces",Sauce,Annie Chuns ,Annie Chuns Korean Style Go-Chu-Jang Sause ,765667120101,Annie Chuns Korean Style Go-Chu-Jang Sause ,4.74,0,Market Basket,10,oz,X5357.jpg,,3
,"Chips, Cookies & Snacks",Chips & Fruit Snacks,Fruit & Vegetable Snacks,Annie's,Annies Organic Bernie's Farm Fruit Snacks ,013562001262,Annies Organic Bernie's Farm Fruit Snacks ,3.75,0,Market Basket,4,oz,X5145.jpg,,19
,"Chips, Cookies & Snacks",Chips & Fruit Snacks,Fruit & Vegetable Snacks,Annie's,Annies Organic Bernie's Farm Fruit Snacks Tropical Treat,013562111008,Annies Organic Bernie's Farm Fruit Snacks Tropical Treat,3.75,0,Market Basket,4,oz,X5146.jpg,,19
,"Chips, Cookies & Snacks",Chips & Fruit Snacks,Fruit & Vegetable Snacks,Annie's,Annies Organic Bernie's Farm Fruit Snacks Summer Strowberry ,013562111077,Annies Organic Bernie's Farm Fruit Snacks Summer Strowberry ,3.75,0,Market Basket,4,oz,X5147.jpg,,19
,"Chips, Cookies & Snacks",Chips & Fruit Snacks,Fruit & Vegetable Snacks,Annie's,Annies Organic Bernie's Farm Fruit Snacks Berry Patch,013562111053,Annies Organic Bernie's Farm Fruit Snacks Berry Patch,3.75,0,Market Basket,4,oz,X5148.jpg,,19
