Category,Sub Category,Type,Brand,Product Name,UPC Code,Product Description,Price,Tax,Store,Size,UOM,Image,Spice Level,Aisle No.
"Chips, Cookies & Snacks",Candy & Chocolates,Candy & Chocolate,Drake's,Drake's Funny Bones,,Drake's Funny Bones,3.69,0,Market Basket,10 x 13.73 oz,10 x 13.73 oz,14941.jpg,,18
"Chips, Cookies & Snacks",Candy & Chocolates,Candy & Chocolate,Flipz,Flipz Milk Chocolate Covered Pretzels,,Flipz Milk Chocolate Covered Pretzels,3.69,0,Market Basket,5 oz,5 oz,14913.jpg,,3
"Chips, Cookies & Snacks",Candy & Chocolates,Candy & Chocolate,Good & Plenty,Good & Plenty Licorice Candy,,Good & Plenty Licorice Candy,1.29,0,Market Basket,6 oz,6 oz,14947.jpg,,3
"Chips, Cookies & Snacks",Candy & Chocolates,Candy & Chocolate,Guittard,Guittard Choc au lait Chips,,Guittard Choc au lait Chips,3.09,0,Market Basket,12 oz,12 oz,14912.jpg,,3
"Chips, Cookies & Snacks",Candy & Chocolates,Candy & Chocolate,Haribo,"Haribo Candy, Gummi, Goldbears, Box",,"Haribo Candy, Gummi, Goldbears, Box",1.29,0,Market Basket,3.4 oz,3.4 oz,1062.jpg,,3
"Chips, Cookies & Snacks",Candy & Chocolates,Candy & Chocolate,Haribo,Haribo Gummi Candy Gold Bears,,Haribo Gummi Candy Gold Bears,1.29,0,Market Basket,5 oz,5 oz,1059.jpg,,3
"Chips, Cookies & Snacks",Candy & Chocolates,Candy & Chocolate,Haribo,"Haribo Gummi Candy, Dinosaurs",,"Haribo Gummi Candy, Dinosaurs",1.29,0,Market Basket,5 oz,5 oz,1060.jpg,,3
"Chips, Cookies & Snacks",Candy & Chocolates,Candy & Chocolate,Haribo,Haribo Starmix Gummi Candy,,Haribo Starmix Gummi Candy,1.29,0,Market Basket,5 oz,5 oz,1061.jpg,,3
"Chips, Cookies & Snacks",Candy & Chocolates,Candy & Chocolate,Hershey's,"Hershey's Chocolate Mix, Assortment, Bag",,"Hershey's Chocolate Mix, Assortment, Bag",12.19,0,Market Basket,40 Oz,40 Oz,983.jpg,,3
"Chips, Cookies & Snacks",Candy & Chocolates,Candy & Chocolate,Hershey's,Hershey's Extra Large Milk Chocolate Bar,,Hershey's Extra Large Milk Chocolate Bar,1.89,0,Market Basket,4.4 oz,4.4 oz,988.jpg,,3
"Chips, Cookies & Snacks",Candy & Chocolates,Candy & Chocolate,Hershey's,Hershey's Extra Large Milk Chocolate Bar with Almonds,,Hershey's Extra Large Milk Chocolate Bar with Almonds,1.89,0,Market Basket,4.25 oz,4.25 oz,992.jpg,,3
"Chips, Cookies & Snacks",Candy & Chocolates,Candy & Chocolate,Hershey's,Hershey's Kisses Milk Chocolate,,Hershey's Kisses Milk Chocolate,3.69,0,Market Basket,11 oz,11 oz,994.jpg,,3
"Chips, Cookies & Snacks",Candy & Chocolates,Candy & Chocolate,Hershey's,Hershey's Kisses Milk Chocolate,,Hershey's Kisses Milk Chocolate,13.49,0,Market Basket,36 oz,36 oz,1000.jpg,,3
"Chips, Cookies & Snacks",Candy & Chocolates,Candy & Chocolate,Hershey's,Hershey's Kisses Milk Chocolates,,Hershey's Kisses Milk Chocolates,12.19,0,Market Basket,40 Oz,40 Oz,987.jpg,,3
"Chips, Cookies & Snacks",Candy & Chocolates,Candy & Chocolate,Hershey's,Hershey's Milk Chocolate Bars,,Hershey's Milk Chocolate Bars,4.29,0,Market Basket,6 x 1.55 oz,6 x 1.55 oz,981.jpg,,3
"Chips, Cookies & Snacks",Candy & Chocolates,Candy & Chocolate,Hershey's,Hershey's Miniatures Assortment,,Hershey's Miniatures Assortment,12.19,0,Market Basket,40 Oz,40 Oz,989.jpg,,3
"Chips, Cookies & Snacks",Candy & Chocolates,Candy & Chocolate,Hershey's,Hershey's Miniatures Assortment,,Hershey's Miniatures Assortment,3.69,0,Market Basket,12 oz,12 oz,991.jpg,,3
"Chips, Cookies & Snacks",Candy & Chocolates,Candy & Chocolate,Hershey's,Hershey's Miniatures Valentines Assortment,,Hershey's Miniatures Valentines Assortment,3.69,0,Market Basket,11 oz,11 oz,998.jpg,,3
"Chips, Cookies & Snacks",Candy & Chocolates,Candy & Chocolate,Hershey's,Hershey's Nuggets Assortment Candy,,Hershey's Nuggets Assortment Candy,12.48,0,Market Basket,31.5 oz,31.5 oz,985.jpg,,3
"Chips, Cookies & Snacks",Candy & Chocolates,Candy & Chocolate,Hershey's,Hershey's Nuggets Milk Chocolate,,Hershey's Nuggets Milk Chocolate,4.59,0,Market Basket,10.8 oz,10.8 oz,986.jpg,,3
"Chips, Cookies & Snacks",Candy & Chocolates,Candy & Chocolate,Hershey's,Hershey's Nuggets Milk Chocolate,,Hershey's Nuggets Milk Chocolate,3.69,0,Market Basket,12 oz,12 oz,996.jpg,,3
"Chips, Cookies & Snacks",Candy & Chocolates,Candy & Chocolate,Hershey's,Hershey's Nuggets Milk Chocolate with Almonds,,Hershey's Nuggets Milk Chocolate with Almonds,4.59,0,Market Basket,10.56 oz,10.56 oz,984.jpg,,3
"Chips, Cookies & Snacks",Candy & Chocolates,Candy & Chocolate,Hershey's,Hershey's Nuggets Milk Chocolate with Almonds Candy,,Hershey's Nuggets Milk Chocolate with Almonds Candy,3.69,0,Market Basket,12 oz,12 oz,982.jpg,,3
"Chips, Cookies & Snacks",Candy & Chocolates,Candy & Chocolate,Hershey's,Hershey's Nuggets Special Dark Mildly Sweet Chocolate with Almonds,,Hershey's Nuggets Special Dark Mildly Sweet Chocolate with Almonds,2.49,0,Market Basket,10.56 oz,10.56 oz,993.jpg,,3
"Chips, Cookies & Snacks",Candy & Chocolates,Candy & Chocolate,Hershey's,Hershey's Nuggets Special Dark with Almonds Candy,,Hershey's Nuggets Special Dark with Almonds Candy,3.69,0,Market Basket,12 oz,12 oz,999.jpg,,3
"Chips, Cookies & Snacks",Candy & Chocolates,Candy & Chocolate,Hershey's,Hershey's Special Dark Mildly Sweet Chocolate Bar XL,,Hershey's Special Dark Mildly Sweet Chocolate Bar XL,1.89,0,Market Basket,4.25 oz,4.25 oz,990.jpg,,3
"Chips, Cookies & Snacks",Candy & Chocolates,Candy & Chocolate,Hershey's,Hershey's Sugar Free Special Dark Mildly Sweet Chocolate,,Hershey's Sugar Free Special Dark Mildly Sweet Chocolate,2.49,0,Market Basket,3 oz,3 oz,995.jpg,,3
"Chips, Cookies & Snacks",Candy & Chocolates,Candy & Chocolate,Hershey's,"Reese's Hershey's Chocolate Mix Assortment, 26 Ounces",,"Reese's Hershey's Chocolate Mix Assortment, 26 Ounces",7.39,0,Market Basket,26 oz,26 oz,1047.jpg,,3
"Chips, Cookies & Snacks",Candy & Chocolates,Candy & Chocolate,Hershey's,Symphony Creamy Milk Chocolate with Almonds & Toffee Chips,,Symphony Creamy Milk Chocolate with Almonds & Toffee Chips,1.89,0,Market Basket,4.25 oz,4.25 oz,14960.jpg,,3
"Chips, Cookies & Snacks",Candy & Chocolates,Candy & Chocolate,Joy,Almond Joy Snack Size Candy Bars,,Almond Joy Snack Size Candy Bars,1.89,0,Market Basket,8 x 0.6 oz,8 x 0.6 oz,14922.jpg,,3
"Chips, Cookies & Snacks",Candy & Chocolates,Candy & Chocolate,Joy,"Kinder Joy Candy, Carton",,"Kinder Joy Candy, Carton",1.49,0,Market Basket,7 oz,7 oz,14918.jpg,,3
"Chips, Cookies & Snacks",Candy & Chocolates,Candy & Chocolate,Kisses,Kisses Milk Chocolate,,Kisses Milk Chocolate,3.69,0,Market Basket,12 oz,12 oz,14923.jpg,,3
"Chips, Cookies & Snacks",Candy & Chocolates,Candy & Chocolate,Kisses,Kisses Special Dark Mildly Sweet Chocolate,,Kisses Special Dark Mildly Sweet Chocolate,3.69,0,Market Basket,12 oz,12 oz,14957.jpg,,3
"Chips, Cookies & Snacks",Candy & Chocolates,Candy & Chocolate,LifeSavers,LifeSavers 5 Flavors Gummies Candy,,LifeSavers 5 Flavors Gummies Candy,2.19,0,Market Basket,7 oz,7 oz,14934.jpg,,3
"Chips, Cookies & Snacks",Candy & Chocolates,Candy & Chocolate,LifeSavers,LifeSavers 5 Flavors Hard Candy,,LifeSavers 5 Flavors Hard Candy,2.19,0,Market Basket,6.25 oz,6.25 oz,14939.jpg,,3
"Chips, Cookies & Snacks",Candy & Chocolates,Candy & Chocolate,LifeSavers,LifeSavers 5 Flavors Sugarfree Hard Candy Bag,,LifeSavers 5 Flavors Sugarfree Hard Candy Bag,1.89,0,Market Basket,2.75 oz,2.75 oz,14928.jpg,,3
"Chips, Cookies & Snacks",Candy & Chocolates,Candy & Chocolate,LifeSavers,LifeSavers Wild Berries Gummies Candy,,LifeSavers Wild Berries Gummies Candy,2.19,0,Market Basket,7 oz,7 oz,17951.jpg,,3
"Chips, Cookies & Snacks",Candy & Chocolates,Candy & Chocolate,M&M,M&M Milk Chocolate Candies With Peanut,,M&M Milk Chocolate Candies With Peanut,3.69,0,Market Basket,14 oz,14 oz,No Image.jpg,,3
"Chips, Cookies & Snacks",Candy & Chocolates,Candy & Chocolate,M&M,M&m's Milk Chocolate Candy Party Size,,M&m's Milk Chocolate Candy Party Size,9.79,0,Market Basket,42 oz,42 oz,1001.jpg,,3
"Chips, Cookies & Snacks",Candy & Chocolates,Candy & Chocolate,M&M,M&m's Milk Chocolate Candy Sharing Size,,M&m's Milk Chocolate Candy Sharing Size,1.69,0,Market Basket,3.14 oz,3.14 oz,1004.jpg,,3
"Chips, Cookies & Snacks",Candy & Chocolates,Candy & Chocolate,M&M,M&m's Peanut Chocolate Candy,,M&m's Peanut Chocolate Candy,3.69,0,Market Basket,14 oz,14 oz,1006.jpg,,3
"Chips, Cookies & Snacks",Candy & Chocolates,Candy & Chocolate,M&M,M&m's Peanut Milk Chocolate Candy Party Size,,M&m's Peanut Milk Chocolate Candy Party Size,10.99,0,Market Basket,42 oz,42 oz,1010.jpg,,3
"Chips, Cookies & Snacks",Candy & Chocolates,Candy & Chocolate,M&M,M&m's Peanuts & Milk Chocolate Candies,,M&m's Peanuts & Milk Chocolate Candies,0.99,0,Market Basket,1.7 oz,1.7 oz,1003.jpg,,3
"Chips, Cookies & Snacks",Candy & Chocolates,Candy & Chocolate,M&M,Mars Christmas Peanut Butter M&Ms,,Mars Christmas Peanut Butter M&Ms,4.89,0,Market Basket,11.4 oz,11.4 oz,14977.jpg,,3
"Chips, Cookies & Snacks",Candy & Chocolates,Candy & Chocolate,M&M's,M&M's M & M's Chocolate Candies Fun Size Milk Chocolate 6 CT,,M&M's M & M's Chocolate Candies Fun Size Milk Chocolate 6 CT,1.29,0,Market Basket,6 x 0.53 oz,6 x 0.53 oz,1014.jpg,,3
"Chips, Cookies & Snacks",Candy & Chocolates,Candy & Chocolate,M&M's,M&M's M&M Peanut Chocolate Candies,,M&M's M&M Peanut Chocolate Candies,3.69,0,Market Basket,12.6 oz,12.6 oz,1017.jpg,,3
"Chips, Cookies & Snacks",Candy & Chocolates,Candy & Chocolate,M&M's,M&M's Medium Bag Peanut Butter Chocolate Candies,,M&M's Medium Bag Peanut Butter Chocolate Candies,3.69,0,Market Basket,11 oz,11 oz,1012.jpg,,3
"Chips, Cookies & Snacks",Candy & Chocolates,Candy & Chocolate,M&M's,M&M's Milk Chocolate,,M&M's Milk Chocolate,3.69,0,Market Basket,11.4 oz,11.4 oz,1008.jpg,,3
"Chips, Cookies & Snacks",Candy & Chocolates,Candy & Chocolate,M&M's,M&M's Milk Chocolate Candies,,M&M's Milk Chocolate Candies,1.89,0,Market Basket,3.4 oz,3.4 oz,1009.jpg,,3
"Chips, Cookies & Snacks",Candy & Chocolates,Candy & Chocolate,M&M's,M&M's Milk Chocolate Chocolate Candies Medium Bag,,M&M's Milk Chocolate Chocolate Candies Medium Bag,3.69,0,Market Basket,14 oz,14 oz,1002.jpg,,3
"Chips, Cookies & Snacks",Candy & Chocolates,Candy & Chocolate,M&M's,M&M's Peanut,,M&M's Peanut,3.69,0,Market Basket,12.6 oz,12.6 oz,1013.jpg,,3
"Chips, Cookies & Snacks",Candy & Chocolates,Candy & Chocolate,M&M's,M&M's Peanut,,M&M's Peanut,3.69,0,Market Basket,12.6 oz,12.6 oz,1016.jpg,,3
"Chips, Cookies & Snacks",Candy & Chocolates,Candy & Chocolate,M&M's,M&M's Peanut Butter,,M&M's Peanut Butter,3.69,0,Market Basket,11.4 oz,11.4 oz,1018.jpg,,3
"Chips, Cookies & Snacks",Candy & Chocolates,Candy & Chocolate,M&M's,M&M's Peanut Butter Milk Chocolate Candies,,M&M's Peanut Butter Milk Chocolate Candies,3.69,0,Market Basket,12.7 oz,12.7 oz,1011.jpg,,3
"Chips, Cookies & Snacks",Candy & Chocolates,Candy & Chocolate,Milk Duds,Milk Duds Candy,,Milk Duds Candy,1.29,0,Market Basket,5 oz,5 oz,14944.jpg,,3
"Chips, Cookies & Snacks",Candy & Chocolates,Candy & Chocolate,Milky Way,Milky Way Fun Size Chocolate Snack Bars,,Milky Way Fun Size Chocolate Snack Bars,4.59,0,Market Basket,11.24 oz,11.24 oz,14924.jpg,,3
"Chips, Cookies & Snacks",Candy & Chocolates,Candy & Chocolate,Milky Way,Milky Way Us Milk Chocolate Fun Size Candy Bars,,Milky Way Us Milk Chocolate Fun Size Candy Bars,1.29,0,Market Basket,3.36 oz,3.36 oz,14932.jpg,,3
"Chips, Cookies & Snacks",Candy & Chocolates,Candy & Chocolate,Nestle,After Eight Mint Chocolatey Thins,,After Eight Mint Chocolatey Thins,3.09,0,Market Basket,7.05 oz,7.05 oz,14979.jpg,,3
"Chips, Cookies & Snacks",Candy & Chocolates,Candy & Chocolate,Nutter Butter,Nutter Butter Peanut Butter Sandwich Cookies,,Nutter Butter Peanut Butter Sandwich Cookies,3.69,0,Market Basket,11.8 oz,11.8 oz,14952.jpg,,6
"Chips, Cookies & Snacks",Candy & Chocolates,Candy & Chocolate,Rolo,Rolo Chewy Caramel in Milk Chocolate Candy,,Rolo Chewy Caramel in Milk Chocolate Candy,3.69,0,Market Basket,12 oz,12 oz,1057.jpg,,3
"Chips, Cookies & Snacks",Candy & Chocolates,Candy & Chocolate,Rolo,Rolo Holiday Creamy Caramels Wrapped in Rich Chocolate Candy,,Rolo Holiday Creamy Caramels Wrapped in Rich Chocolate Candy,12.19,0,Market Basket,36 oz,36 oz,1058.jpg,,3
"Chips, Cookies & Snacks",Candy & Chocolates,Candy & Chocolate,Rolo,Rolo Unwrapped Mini Chewy Caramels In Milk Chocolate,,Rolo Unwrapped Mini Chewy Caramels In Milk Chocolate,3.69,0,Market Basket,9.8 oz,9.8 oz,No Image.jpg,,3
"Chips, Cookies & Snacks",Candy & Chocolates,Candy & Chocolate,Royal,Cadbury Royal Dark Chocolate Bar,,Cadbury Royal Dark Chocolate Bar,1.89,0,Market Basket,3.5 oz,3.5 oz,1052.jpg,,3
"Chips, Cookies & Snacks",Candy & Chocolates,Candy & Chocolate,Skittles,Skittles Original Candy,,Skittles Original Candy,3.29,0,Market Basket,14 oz,14 oz,14967.jpg,,3
"Chips, Cookies & Snacks",Candy & Chocolates,Candy & Chocolate,Skittles,Skittles Original Candy Party Size,,Skittles Original Candy Party Size,6.69,0,Market Basket,41 oz,41 oz,14969.jpg,,3
"Chips, Cookies & Snacks",Candy & Chocolates,Candy & Chocolate,Snickers,Snickers Fun Size Chocolate Candy Bars,,Snickers Fun Size Chocolate Candy Bars,3.09,0,Market Basket,11.18 oz,11.18 oz,14919.jpg,,3
"Chips, Cookies & Snacks",Candy & Chocolates,Candy & Chocolate,Snickers,Snickers Milk Chocolate Fun Size Bars,,Snickers Milk Chocolate Fun Size Bars,1.29,0,Market Basket,3.4 oz,3.4 oz,14936.jpg,,3
"Chips, Cookies & Snacks",Candy & Chocolates,Candy & Chocolate,Snickers,Snickers Singles Size Chocolate Candy Bars,,Snickers Singles Size Chocolate Candy Bars,0.99,0,Market Basket,1.86 oz,1.86 oz,14948.jpg,,3
"Chips, Cookies & Snacks",Candy & Chocolates,Candy & Chocolate,Sour Patch Kids,Sour Patch Candy,,Sour Patch Candy,1.29,0,Market Basket,3.5 oz,3.5 oz,14965.jpg,,3
"Chips, Cookies & Snacks",Candy & Chocolates,Candy & Chocolate,Sour Patch Kids,Sour Patch Kids Soft & Chewy Candy,,Sour Patch Kids Soft & Chewy Candy,2.11,0,Market Basket,8 oz,8 oz,14973.jpg,,3
"Chips, Cookies & Snacks",Candy & Chocolates,Candy & Chocolate,Sour Patch Kids,Sour Patch Kids Soft & Chewy Candy,,Sour Patch Kids Soft & Chewy Candy,7.48,0,Market Basket,28 oz,28 oz,14975.jpg,,3
"Chips, Cookies & Snacks",Candy & Chocolates,Candy & Chocolate,Sour Patch Kids,Sour Patch Watermelon Soft & Chewy Candy,,Sour Patch Watermelon Soft & Chewy Candy,1.29,0,Market Basket,8 oz,8 oz,14943.jpg,,3
"Chips, Cookies & Snacks",Candy & Chocolates,Candy & Chocolate,Starburst,Starburst Original Fruit Chews Candy,,Starburst Original Fruit Chews Candy,11.23,0,Market Basket,51 oz,51 oz,14911.jpg,,3
"Chips, Cookies & Snacks",Candy & Chocolates,Candy & Chocolate,Starburst,Starburst Original Fruit Chews Candy,,Starburst Original Fruit Chews Candy,3.75,0,Market Basket,15.6 oz,15.6 oz,14970.jpg,,3
"Chips, Cookies & Snacks",Candy & Chocolates,Candy & Chocolate,Starburst,Starburst Original Fruit Chews Candy Single,,Starburst Original Fruit Chews Candy Single,0.99,0,Market Basket,2.07 oz,2.07 oz,14963.jpg,,3
"Chips, Cookies & Snacks",Candy & Chocolates,Candy & Chocolate,Storck,Riesen European Chocolate,,Riesen European Chocolate,1.89,0,Market Basket,5.5 oz,5.5 oz,14910.jpg,,3
"Chips, Cookies & Snacks",Candy & Chocolates,Candy & Chocolate,Store Brand,At Let Basket Hot Chocolate,,At Let Basket Hot Chocolate,2.49,0,Market Basket,10 oz,10 oz,Market Basket.jpg,,8
"Chips, Cookies & Snacks",Candy & Chocolates,Candy & Chocolate,Store Brand,Bunch of Candy Beets,,Bunch of Candy Beets,3.09,0,Market Basket,1 ct,1 ct,Market Basket.jpg,,3
"Chips, Cookies & Snacks",Candy & Chocolates,Candy & Chocolate,Store Brand,Dark Chocolate,,Dark Chocolate,2.09,0,Market Basket,3.5 oz,3.5 oz,Market Basket.jpg,,3
"Chips, Cookies & Snacks",Candy & Chocolates,Candy & Chocolate,Store Brand,Junior Mints Creamy Mints in Pure Chocolate,,Junior Mints Creamy Mints in Pure Chocolate,1.29,0,Market Basket,4 oz,4 oz,14920.jpg,,3
"Chips, Cookies & Snacks",Candy & Chocolates,Candy & Chocolate,Sun-Maid,Sun Maid Chocolate Yogurt Covered Raisins,,Sun Maid Chocolate Yogurt Covered Raisins,3.09,0,Market Basket,6 each,6 each,14915.jpg,,3
"Chips, Cookies & Snacks",Candy & Chocolates,Candy & Chocolate,Swedish Fish,Swedish Fish Candy,,Swedish Fish Candy,2.09,0,Market Basket,8 oz,8 oz,14933.jpg,,3
"Chips, Cookies & Snacks",Candy & Chocolates,Candy & Chocolate,Swedish Fish,Swedish Fish Soft & Chewy Candy,,Swedish Fish Soft & Chewy Candy,1.29,0,Market Basket,3.1 oz,3.1 oz,14949.jpg,,3
"Chips, Cookies & Snacks",Candy & Chocolates,Candy & Chocolate,Tootsie,Dots Assorted Fruit Flavored Gumdrops,,Dots Assorted Fruit Flavored Gumdrops,1.29,0,Market Basket,7.5 oz,7.5 oz,14916.jpg,,3
"Chips, Cookies & Snacks",Candy & Chocolates,Candy & Chocolate,Tootsie Roll,Tootsie Roll Pops Assorted Flavors,,Tootsie Roll Pops Assorted Flavors,3.29,0,Market Basket,10.125 oz,10.125 oz,14978.jpg,,3
"Chips, Cookies & Snacks",Candy & Chocolates,Candy & Chocolate,Trident,Trident Spearmint Sugar Free Gum,,Trident Spearmint Sugar Free Gum,1.59,0,Market Basket,0.95 oz,0.95 oz,14964.jpg,,3
"Chips, Cookies & Snacks",Candy & Chocolates,Candy & Chocolate,Twix,Twix Caramel Fun Size Chocolate Cookie Bar Candy,,Twix Caramel Fun Size Chocolate Cookie Bar Candy,1.29,0,Market Basket,3.28 oz,3.28 oz,14930.jpg,,3
"Chips, Cookies & Snacks",Candy & Chocolates,Candy & Chocolate,Twizzlers,Twizzlers Licorice Twists,,Twizzlers Licorice Twists,2.49,0,Market Basket,16 oz,16 oz,14955.jpg,,3
"Chips, Cookies & Snacks",Candy & Chocolates,Candy & Chocolate,Twizzlers,Twizzlers Strawberry Twists,,Twizzlers Strawberry Twists,2.49,0,Market Basket,16 oz,16 oz,14959.jpg,,3
"Chips, Cookies & Snacks",Candy & Chocolates,Candy & Chocolate,Whoopers,Whoppers Malted Milk Balls,,Whoppers Malted Milk Balls,1.29,0,Market Basket,5 oz,5 oz,14972.jpg,,3
"Chips, Cookies & Snacks",Candy & Chocolates,Candy & Chocolate,YoCrunch,YoCrunch Vanilla Lowfat Yogurt with Snickers Pieces,,YoCrunch Vanilla Lowfat Yogurt with Snickers Pieces,2.49,0,Market Basket,4 oz,4 oz,14921.jpg,,1
"Chips, Cookies & Snacks",Candy & Chocolates,Candy & Chocolate,York,York Happy Holidays Dark Chocolate Covered Peppermint Patties,,York Happy Holidays Dark Chocolate Covered Peppermint Patties,3.69,0,Market Basket,11 oz,11 oz,1053.jpg,,3
"Chips, Cookies & Snacks",Candy & Chocolates,Candy & Chocolate,York,York Minis Peppermint Patties,,York Minis Peppermint Patties,4.29,0,Market Basket,8 oz,8 oz,1055.jpg,,3
"Chips, Cookies & Snacks",Candy & Chocolates,Candy & Chocolate,York,York Peppermint Patties,,York Peppermint Patties,4.59,0,Market Basket,1 lb,1 lb,1054.jpg,,3
"Chips, Cookies & Snacks",Jerkies,Jerky,Bridgford,Bridgford Original Beef Jerky,,Bridgford Original Beef Jerky,6.24,0,Market Basket,3.25 oz,3.25 oz,bcs0714.jpg,,6
"Chips, Cookies & Snacks",Jerkies,Jerky,Bridgford,Bridgford Honey Barbecue Beef Jerky,,Bridgford Honey Barbecue Beef Jerky,6.24,0,Market Basket,3.25 oz,3.25 oz,bcs0715.jpg,,6
"Chips, Cookies & Snacks",Jerkies,Jerky,Bridgford,Bridgford Sweet 'N Spicy Beef Jerky,,Bridgford Sweet 'N Spicy Beef Jerky,6.24,0,Market Basket,3.25 oz,3.25 oz,bcs0716.jpg,,6
"Chips, Cookies & Snacks",Jerkies,Jerky,Epic,Epic Beef Bar,,Epic Beef Bar,3.11,0,Market Basket,1.5 oz,1.5 oz,bcs0722.jpg,,6
"Chips, Cookies & Snacks",Jerkies,Jerky,Jack Link's,Jack Link's Teriyaki Beef Jerky,,Jack Link's Teriyaki Beef Jerky,4.99,0,Market Basket,2.85 oz,2.85 oz,bcs0713.jpg,,6
"Chips, Cookies & Snacks",Jerkies,Jerky,Lorissa's Kitchen,Lorissa's Kitchen Ginger Teriyaki Tender Cuts of Chicken Breasts,,Lorissa's Kitchen Ginger Teriyaki Tender Cuts of Chicken Breasts,7.49,0,Market Basket,2.25 oz,2.25 oz,bcs0719.jpg,,6
"Chips, Cookies & Snacks",Jerkies,Jerky,Lorissa's Kitchen,Lorissa's Kitchen Szechuan Peppercorn Tender Beef Steak Strips,,Lorissa's Kitchen Szechuan Peppercorn Tender Beef Steak Strips,7.49,0,Market Basket,2.25 oz,2.25 oz,bcs0720.jpg,,6
"Chips, Cookies & Snacks",Jerkies,Jerky,Lorissa's Kitchen,Lorissa's Kitchen Korean Barbecue Tender Beef Steak Strips,,Lorissa's Kitchen Korean Barbecue Tender Beef Steak Strips,7.49,0,Market Basket,2.25 oz,2.25 oz,bcs0721.jpg,,6
"Chips, Cookies & Snacks",Jerkies,Jerky,Matador,Matador Original Beef Jerky,,Matador Original Beef Jerky,6.86,0,Market Basket,3 oz,3 oz,bcs0717.jpg,,6
"Chips, Cookies & Snacks",Jerkies,Jerky,Matador,Matador Teriyaki Beef Jerky,,Matador Teriyaki Beef Jerky,6.86,0,Market Basket,3 oz,3 oz,bcs0718.jpg,,6
"Chips, Cookies & Snacks",Jerkies,Jerky,Vermont,Vermont Uncured Pepperoni Turkey Sticks,,Vermont Uncured Pepperoni Turkey Sticks,6.24,0,Market Basket,3 oz,3 oz,bcs0723.jpg,,6
