Category,Sub Category,Type,Brand,Product Name,UPC Code,Product Description,Price,Tax,Store,Size,UOM,Image,Spice Level,Aisle No.
"Chips, Cookies & Snacks",Chips & Fruit Snacks,Chips & Pretzels,Good Health,Good Health Veggie Stix Sea Salt,,Good Health Veggie Stix Sea Salt,4.69,0,Market Basket,6.25 oz,6.25 oz,14860.jpg,,0
"Chips, Cookies & Snacks",Chips & Fruit Snacks,Chips & Pretzels,Good Health,Good Health Veggie Straws Sea Salt,,Good Health Veggie Straws Sea Salt,4.69,0,Market Basket,6.25 oz,6.25 oz,14813.jpg,,0
"Chips, Cookies & Snacks",Chips & Fruit Snacks,Chips & Pretzels,Good Health,Good Health Veggie Straws Aged White Cheddar,,Good Health Veggie Straws Aged White Cheddar,4.69,0,Market Basket,6.25 oz,6.25 oz,bcs0171.jpg,,0
"Chips, Cookies & Snacks",Chips & Fruit Snacks,Chips & Pretzels,Good Health,Good Health Veggie Straws Zesty Ranch,,Good Health Veggie Straws Zesty Ranch,4.69,0,Market Basket,6.25 oz,6.25 oz,bcs0172.jpg,,0
"Chips, Cookies & Snacks",Chips & Fruit Snacks,Chips & Pretzels,Good Health,Good Health Veggie Stix Sea Salt,,Good Health Veggie Stix Sea Salt,7.8,0,Market Basket,18 oz,18 oz,bcs0173.jpg,,0
"Chips, Cookies & Snacks",Chips & Fruit Snacks,Chips & Pretzels,Good Health,Good Health Veggie Chips,,Good Health Veggie Chips,4.69,0,Market Basket,6.25 oz,6.25 oz,bcs0174.jpg,,0
"Chips, Cookies & Snacks",Chips & Fruit Snacks,Chips & Pretzels,Good Health,Good Health Veggie Chips Sea Salt,,Good Health Veggie Chips Sea Salt,4.69,0,Market Basket,6.25 oz,6.25 oz,bcs0175.jpg,,0
"Chips, Cookies & Snacks",Chips & Fruit Snacks,Chips & Pretzels,Good Health,Good Health Veggie Chips Cream Onion & Chive,,Good Health Veggie Chips Cream Onion & Chive,4.69,0,Market Basket,6.25 oz,6.25 oz,bcs0176.jpg,,0
"Chips, Cookies & Snacks",Chips & Fruit Snacks,Chips & Pretzels,Good Health,Good Health Veggie Chips Monster Shaped,,Good Health Veggie Chips Monster Shaped,4.69,0,Market Basket,6.25 oz,6.25 oz,bcs0177.jpg,,0
"Chips, Cookies & Snacks",Chips & Fruit Snacks,Chips & Pretzels,Good Health,Good Health Potato Chips Avocado Oil Sea Salt,,Good Health Potato Chips Avocado Oil Sea Salt,4.69,0,Market Basket,5 oz,5 oz,bcs0178.jpg,,0
"Chips, Cookies & Snacks",Chips & Fruit Snacks,Chips & Pretzels,Good Health,Good Health Potato Chips Lime Ranch,,Good Health Potato Chips Lime Ranch,4.69,0,Market Basket,5 oz,5 oz,bcs0179.jpg,,0
"Chips, Cookies & Snacks",Chips & Fruit Snacks,Chips & Pretzels,Good Health,Good Health Sweet Potato Sweet Chipotle Kettle Style Chips,,Good Health Sweet Potato Sweet Chipotle Kettle Style Chips,4.69,0,Market Basket,5 oz,5 oz,bcs0180.jpg,,0
"Chips, Cookies & Snacks",Chips & Fruit Snacks,Chips & Pretzels,Good Health,Good Health Sweet Potato Sea Salted Kettle Style Chips,,Good Health Sweet Potato Sea Salted Kettle Style Chips,4.69,0,Market Basket,5 oz,5 oz,bcs0181.jpg,,0
"Chips, Cookies & Snacks",Chips & Fruit Snacks,Chips & Pretzels,Good Health,Good Health Organic Baked Cheese Fries Hot n Spicy,,Good Health Organic Baked Cheese Fries Hot n Spicy,3.13,0,Market Basket,5.5 oz,5.5 oz,bcs0182.jpg,,0
"Chips, Cookies & Snacks",Chips & Fruit Snacks,Chips & Pretzels,Good Health,Good Health Organic Baked Cheese Fries Cheddar,,Good Health Organic Baked Cheese Fries Cheddar,3.13,0,Market Basket,5.5 oz,5.5 oz,bcs0183.jpg,,0
"Chips, Cookies & Snacks",Chips & Fruit Snacks,Chips & Pretzels,Kettle,"Kettle Brand Potato Chips, Backyard Barbeque Kettle Chips",,"Kettle Brand Potato Chips, Backyard Barbeque Kettle Chips",4.69,0,Market Basket,8.5 oz,8.5 oz,14896.jpg,,0
"Chips, Cookies & Snacks",Chips & Fruit Snacks,Chips & Pretzels,Kettle,"Kettle Brand Potato Chips, Krinkle Cut Salt & Ground Pepper Kettle Chips",,"Kettle Brand Potato Chips, Krinkle Cut Salt & Ground Pepper Kettle Chips",4.69,0,Market Basket,8.5 oz,8.5 oz,14880.jpg,,0
"Chips, Cookies & Snacks",Chips & Fruit Snacks,Chips & Pretzels,Kettle,"Kettle Brand Potato Chips, Sea Salt & Vinegar Kettle Chips",,"Kettle Brand Potato Chips, Sea Salt & Vinegar Kettle Chips",4.69,0,Market Basket,8.5 oz,8.5 oz,14858.jpg,,0
"Chips, Cookies & Snacks",Chips & Fruit Snacks,Chips & Pretzels,Kettle,Kettle Brand Jalapeno Jack Potato Chips,,Kettle Brand Jalapeno Jack Potato Chips,4.69,0,Market Basket,8.5 oz,8.5 oz,14874.jpg,,0
"Chips, Cookies & Snacks",Chips & Fruit Snacks,Chips & Pretzels,Kettle,Kettle Brand Potato Chips Honey Dijon,,Kettle Brand Potato Chips Honey Dijon,4.69,0,Market Basket,8.5 oz,8.5 oz,bcs0165.jpg,,0
"Chips, Cookies & Snacks",Chips & Fruit Snacks,Chips & Pretzels,Kettle,Kettle Brand Potato Chips Sea Salt,,Kettle Brand Potato Chips Sea Salt,4.69,0,Market Basket,8.5 oz,8.5 oz,bcs0166.jpg,,0
"Chips, Cookies & Snacks",Chips & Fruit Snacks,Chips & Pretzels,Kettle,Kettle Brand Potato Chips Sour Cream & Onion,,Kettle Brand Potato Chips Sour Cream & Onion,4.69,0,Market Basket,8.5 oz,8.5 oz,bcs0167.jpg,,0
"Chips, Cookies & Snacks",Chips & Fruit Snacks,Chips & Pretzels,LATE JULY,LATE JULY Snacks Restaurant Style Sea Salt Thin & Crispy Organic Tortilla Chips,,LATE JULY Snacks Restaurant Style Sea Salt Thin & Crispy Organic Tortilla Chips,4.69,0,Market Basket,11 oz,11 oz,14859.jpg,,0
"Chips, Cookies & Snacks",Chips & Fruit Snacks,Chips & Pretzels,LATE JULY,LATE JULY Organic Sea Salt Potato Chips,,LATE JULY Organic Sea Salt Potato Chips,4.69,0,Market Basket,5 oz,5 oz,bcs0125.jpg,,0
"Chips, Cookies & Snacks",Chips & Fruit Snacks,Chips & Pretzels,LATE JULY,LATE JULY Organic Sea Salt & Vinegar Potato Chips,,LATE JULY Organic Sea Salt & Vinegar Potato Chips,4.69,0,Market Basket,5 oz,5 oz,bcs0126.jpg,,0
"Chips, Cookies & Snacks",Chips & Fruit Snacks,Chips & Pretzels,LATE JULY,LATE JULY Organic Bbq Potato Chips,,LATE JULY Organic Bbq Potato Chips,4.69,0,Market Basket,5 oz,5 oz,bcs0147.jpg,,0
"Chips, Cookies & Snacks",Chips & Fruit Snacks,Chips & Pretzels,LATE JULY,LATE JULY Organic Blue Corn Restaurant Style Tortilla Chips,,LATE JULY Organic Blue Corn Restaurant Style Tortilla Chips,4.69,0,Market Basket,11 oz,11 oz,bcs0148.jpg,,0
"Chips, Cookies & Snacks",Chips & Fruit Snacks,Chips & Pretzels,LATE JULY,LATE JULY Organic Sea Salt & Lime Restaurant Style Tortilla Chips,,LATE JULY Organic Sea Salt & Lime Restaurant Style Tortilla Chips,4.69,0,Market Basket,11 oz,11 oz,bcs0149.jpg,,0
"Chips, Cookies & Snacks",Chips & Fruit Snacks,Chips & Pretzels,LATE JULY,LATE JULY Organic Chia & Quinoa Restaurant Style Tortilla Chips,,LATE JULY Organic Chia & Quinoa Restaurant Style Tortilla Chips,4.69,0,Market Basket,11 oz,11 oz,bcs0150.jpg,,0
"Chips, Cookies & Snacks",Chips & Fruit Snacks,Chips & Pretzels,LATE JULY,LATE JULY Sea Salt Multigrain Tortilla Chips Organic,,LATE JULY Sea Salt Multigrain Tortilla Chips Organic,4.67,0,Market Basket,6 oz,6 oz,bcs0151.jpg,,0
"Chips, Cookies & Snacks",Chips & Fruit Snacks,Chips & Pretzels,LATE JULY,LATE JULY Sweet Potato Tortilla Chips Organic,,LATE JULY Sweet Potato Tortilla Chips Organic,4.67,0,Market Basket,6 oz,6 oz,bcs0152.jpg,,0
"Chips, Cookies & Snacks",Chips & Fruit Snacks,Chips & Pretzels,LATE JULY,LATE JULY Mild Green Mojo Tortilla Chips Organic,,LATE JULY Mild Green Mojo Tortilla Chips Organic,4.67,0,Market Basket,6 oz,6 oz,bcs0153.jpg,,0
"Chips, Cookies & Snacks",Chips & Fruit Snacks,Chips & Pretzels,LATE JULY,LATE JULY Sea Salt No Grain Tortilla Chips,,LATE JULY Sea Salt No Grain Tortilla Chips,4.69,0,Market Basket,5.5 oz,5.5 oz,bcs0154.jpg,,0
"Chips, Cookies & Snacks",Chips & Fruit Snacks,Ready Popcorn,LATE JULY,LATE JULY Sea Salt Organic Popcorn,,LATE JULY Sea Salt Organic Popcorn,4.69,0,Market Basket,4.4 oz,4.4 oz,bcs0155.jpg,,0
"Chips, Cookies & Snacks",Chips & Fruit Snacks,Ready Popcorn,LATE JULY,LATE JULY Kettle Organic Popcorn,,LATE JULY Kettle Organic Popcorn,4.69,0,Market Basket,4.4 oz,4.4 oz,bcs0156.jpg,,0
"Chips, Cookies & Snacks",Chips & Fruit Snacks,Ready Popcorn,LATE JULY,LATE JULY White Cheddar Organic Popcorn,,LATE JULY White Cheddar Organic Popcorn,4.69,0,Market Basket,4.4 oz,4.4 oz,bcs0157.jpg,,0
"Chips, Cookies & Snacks",Chips & Fruit Snacks,Chips & Pretzels,LATE JULY,LATE JULY Nacho Chipotle Tortilla Chips,,LATE JULY Nacho Chipotle Tortilla Chips,4.67,0,Market Basket,5.5 oz,5.5 oz,bcs0158.jpg,,0
"Chips, Cookies & Snacks",Chips & Fruit Snacks,Chips & Pretzels,LATE JULY,LATE JULY Korean Bbq Tortilla Chips,,LATE JULY Korean Bbq Tortilla Chips,4.67,0,Market Basket,5.5 oz,5.5 oz,bcs0159.jpg,,0
"Chips, Cookies & Snacks",Chips & Fruit Snacks,Chips & Pretzels,LATE JULY,LATE JULY Sea Salt & Lime Tortilla Chips,,LATE JULY Sea Salt & Lime Tortilla Chips,4.69,0,Market Basket,5.5 oz,5.5 oz,bcs0160.jpg,,0
"Chips, Cookies & Snacks",Chips & Fruit Snacks,Chips & Pretzels,LATE JULY,LATE JULY Cantina Style Yellow Corn Tortilla Chips,,LATE JULY Cantina Style Yellow Corn Tortilla Chips,4.67,0,Market Basket,9 oz,9 oz,bcs0161.jpg,,0
"Chips, Cookies & Snacks",Chips & Fruit Snacks,Chips & Pretzels,LATE JULY,LATE JULY Cantina Style White Corn Tortilla Chips,,LATE JULY Cantina Style White Corn Tortilla Chips,4.67,0,Market Basket,9 oz,9 oz,bcs0162.jpg,,0
"Chips, Cookies & Snacks",Chips & Fruit Snacks,Chips & Pretzels,LATE JULY,LATE JULY Organic Sea Salt Dippers Tortilla Chips,,LATE JULY Organic Sea Salt Dippers Tortilla Chips,4.69,0,Market Basket,8 oz,8 oz,bcs0163.jpg,,0
"Chips, Cookies & Snacks",Chips & Fruit Snacks,Chips & Pretzels,LATE JULY,LATE JULY Organic Blue Corn Dippers Tortilla Chips,,LATE JULY Organic Blue Corn Dippers Tortilla Chips,4.69,0,Market Basket,8 oz,8 oz,bcs0164.jpg,,0
"Chips, Cookies & Snacks",Chips & Fruit Snacks,Chips & Pretzels,Lay's,Lay's Baked Sour Cream And Onion Potato Crisps,,Lay's Baked Sour Cream And Onion Potato Crisps,5.14,0,Market Basket,6.25 oz,6.25 oz,875.jpg,,0
"Chips, Cookies & Snacks",Chips & Fruit Snacks,Chips & Pretzels,Lay's,Lay's Baked Original,,Lay's Baked Original,5.14,0,Market Basket,6.25 oz,6.25 oz,bcs0014.jpg,,0
"Chips, Cookies & Snacks",Chips & Fruit Snacks,Chips & Pretzels,Lay's,Lay's Baked Barbeque,,Lay's Baked Barbeque,5.14,0,Market Basket,6.25 oz,6.25 oz,bcs0015.jpg,,0
"Chips, Cookies & Snacks",Chips & Fruit Snacks,Chips & Pretzels,Lay's,Lay'S Barbecue Flavored Potato Chips,,Lay'S Barbecue Flavored Potato Chips,3.91,0,Market Basket,7.75 oz,7.75 oz,887.jpg,,0
"Chips, Cookies & Snacks",Chips & Fruit Snacks,Chips & Pretzels,Lay's,Lay's Barbecue Potato Chips Party Size,,Lay's Barbecue Potato Chips Party Size,5.47,0,Market Basket,12.5 oz,12.5 oz,878.jpg,,0
"Chips, Cookies & Snacks",Chips & Fruit Snacks,Chips & Pretzels,Lay's,Lay's Classic Potato Chips Party Size,,Lay's Classic Potato Chips Party Size,5.47,0,Market Basket,13 oz,13 oz,873.jpg,,0
"Chips, Cookies & Snacks",Chips & Fruit Snacks,Chips & Pretzels,Lay's,Lay's Classic Potato Chips,,Lay's Classic Potato Chips,3.91,0,Market Basket,8 oz,8 oz,879.jpg,,0
"Chips, Cookies & Snacks",Chips & Fruit Snacks,Chips & Pretzels,Lay's,Lay'S Dill Pickle Potato Chips,,Lay'S Dill Pickle Potato Chips,3.91,0,Market Basket,7.75 oz,7.75 oz,869.jpg,,0
"Chips, Cookies & Snacks",Chips & Fruit Snacks,Chips & Pretzels,Lay's,Lay's Kettle Cooked Mesquite BBQ Potato Chips,,Lay's Kettle Cooked Mesquite BBQ Potato Chips,5.45,0,Market Basket,8 oz,8 oz,888.jpg,,0
"Chips, Cookies & Snacks",Chips & Fruit Snacks,Chips & Pretzels,Lay's,Lay's Kettle Cooked Original Potato Chips,,Lay's Kettle Cooked Original Potato Chips,5.45,0,Market Basket,8 oz,8 oz,886.jpg,,0
"Chips, Cookies & Snacks",Chips & Fruit Snacks,Chips & Pretzels,Lay's,Lay'S Kettle Cooked Reduced Fat Original Potato Chips,,Lay'S Kettle Cooked Reduced Fat Original Potato Chips,5.45,0,Market Basket,8 oz,8 oz,891.jpg,,0
"Chips, Cookies & Snacks",Chips & Fruit Snacks,Chips & Pretzels,Lay's,Lay's Kettle Cooked Sea Salt & Vinegar Potato Chips,,Lay's Kettle Cooked Sea Salt & Vinegar Potato Chips,5.45,0,Market Basket,8 oz,8 oz,883.jpg,,0
"Chips, Cookies & Snacks",Chips & Fruit Snacks,Chips & Pretzels,Lay's,Lay's Lightly Salted Potato Chips,,Lay's Lightly Salted Potato Chips,3.91,0,Market Basket,7.75 oz,7.75 oz,876.jpg,,0
"Chips, Cookies & Snacks",Chips & Fruit Snacks,Chips & Pretzels,Lay's,Lay's Potato Chips Lightly Salted Party Size,,Lay's Potato Chips Lightly Salted Party Size,5.47,0,Market Basket,12.5 oz,12.5 oz,881.jpg,,0
"Chips, Cookies & Snacks",Chips & Fruit Snacks,Chips & Pretzels,Lay's,Lay's Salt & Vinegar Potato Chips,,Lay's Salt & Vinegar Potato Chips,3.91,0,Market Basket,7.75 oz,7.75 oz,872.jpg,,0
"Chips, Cookies & Snacks",Chips & Fruit Snacks,Chips & Pretzels,Lay's,Lay'S Sour Cream & Onion Flavored Potato Chips,,Lay'S Sour Cream & Onion Flavored Potato Chips,3.91,0,Market Basket,7.75 oz,7.75 oz,868.jpg,,0
