"pc_id","pid","cid","created_at"
"179","90","25","2020-08-30 21:51:31"
"180","90","23","2020-08-30 21:51:31"
"181","91","25","2020-08-30 21:51:31"
"182","91","23","2020-08-30 21:51:31"
"183","92","25","2020-08-30 21:51:31"
"184","92","23","2020-08-30 21:51:31"
"185","93","25","2020-08-30 21:51:31"
"186","93","23","2020-08-30 21:51:31"
"189","95","25","2020-08-30 21:51:31"
"190","95","23","2020-08-30 21:51:31"
"191","96","25","2020-08-30 21:51:31"
"192","96","23","2020-08-30 21:51:31"
"193","97","25","2020-08-30 21:51:31"
"194","97","23","2020-08-30 21:51:31"
"201","101","25","2020-08-30 21:51:31"
"202","101","23","2020-08-30 21:51:31"
"203","102","25","2020-08-30 21:51:31"
"204","102","23","2020-08-30 21:51:31"
"205","103","25","2020-08-30 21:51:31"
"206","103","23","2020-08-30 21:51:31"
"207","104","25","2020-08-30 21:51:31"
"208","104","23","2020-08-30 21:51:31"
"209","105","25","2020-08-30 21:51:31"
"210","105","23","2020-08-30 21:51:31"
"211","106","25","2020-08-30 21:51:31"
"212","106","23","2020-08-30 21:51:31"
"215","108","25","2020-08-30 21:51:31"
"216","108","23","2020-08-30 21:51:31"
"217","109","25","2020-08-30 21:51:31"
"218","109","23","2020-08-30 21:51:31"
"219","110","25","2020-08-30 21:51:31"
"220","110","23","2020-08-30 21:51:31"
"221","111","25","2020-08-30 21:51:31"
"222","111","23","2020-08-30 21:51:31"
"223","112","25","2020-08-30 21:51:31"
"224","112","23","2020-08-30 21:51:31"
"225","113","25","2020-08-30 21:51:31"
"226","113","23","2020-08-30 21:51:31"
"227","114","25","2020-08-30 21:51:31"
"228","114","23","2020-08-30 21:51:31"
"229","115","25","2020-08-30 21:51:31"
"230","115","23","2020-08-30 21:51:31"
"231","116","25","2020-08-30 21:51:31"
"232","116","23","2020-08-30 21:51:31"
"235","118","25","2020-08-30 21:51:31"
"236","118","23","2020-08-30 21:51:32"
"237","119","25","2020-08-30 21:51:32"
"238","119","23","2020-08-30 21:51:32"
"239","120","25","2020-08-30 21:51:32"
"240","120","23","2020-08-30 21:51:32"
"253","127","28","2020-08-30 21:51:32"
"254","127","23","2020-08-30 21:51:32"
"255","128","25","2020-08-30 21:51:32"
"256","128","23","2020-08-30 21:51:32"
"257","129","25","2020-08-30 21:51:32"
"258","129","23","2020-08-30 21:51:32"
"259","130","25","2020-08-30 21:51:32"
"260","130","23","2020-08-30 21:51:32"
"261","131","25","2020-08-30 21:51:32"
"262","131","23","2020-08-30 21:51:32"
"263","132","25","2020-08-30 21:51:32"
"264","132","23","2020-08-30 21:51:32"
"265","133","25","2020-08-30 21:51:32"
"266","133","23","2020-08-30 21:51:32"
"267","134","25","2020-08-30 21:51:32"
"268","134","23","2020-08-30 21:51:32"
"269","135","25","2020-08-30 21:51:32"
"270","135","23","2020-08-30 21:51:32"
"271","136","25","2020-08-30 21:51:32"
"272","136","23","2020-08-30 21:51:32"
"273","137","25","2020-08-30 21:51:32"
"274","137","23","2020-08-30 21:51:32"
"275","138","25","2020-08-30 21:51:32"
"276","138","23","2020-08-30 21:51:32"
"277","139","25","2020-08-30 21:51:32"
"278","139","23","2020-08-30 21:51:32"
"279","140","25","2020-08-30 21:51:32"
"280","140","23","2020-08-30 21:51:32"
"281","141","25","2020-08-30 21:51:32"
"282","141","23","2020-08-30 21:51:32"
"283","142","25","2020-08-30 21:51:32"
"284","142","23","2020-08-30 21:51:32"
"285","143","25","2020-08-30 21:51:32"
"286","143","23","2020-08-30 21:51:32"
"287","144","25","2020-08-30 21:51:32"
"288","144","23","2020-08-30 21:51:32"
"289","145","25","2020-08-30 21:51:32"
"290","145","23","2020-08-30 21:51:32"
"295","148","25","2020-08-30 21:51:32"
"296","148","23","2020-08-30 21:51:32"
"297","149","25","2020-08-30 21:51:32"
"298","149","23","2020-08-30 21:51:32"
"299","150","25","2020-08-30 21:51:32"
"300","150","23","2020-08-30 21:51:32"
"301","151","25","2020-08-30 21:51:32"
"302","151","23","2020-08-30 21:51:32"
"303","152","25","2020-08-30 21:51:32"
"304","152","23","2020-08-30 21:51:32"
"305","153","25","2020-08-30 21:51:32"
"306","153","23","2020-08-30 21:51:32"
"307","154","25","2020-08-30 21:51:32"
"308","154","23","2020-08-30 21:51:32"
"309","155","25","2020-08-30 21:51:32"
"310","155","23","2020-08-30 21:51:32"
"311","156","25","2020-08-30 21:51:32"
"312","156","23","2020-08-30 21:51:32"
"313","157","25","2020-08-30 21:51:32"
"314","157","23","2020-08-30 21:51:32"
"315","158","25","2020-08-30 21:51:32"
"316","158","23","2020-08-30 21:51:32"
"317","159","25","2020-08-30 21:51:32"
"318","159","23","2020-08-30 21:51:32"
"319","160","25","2020-08-30 21:51:32"
"320","160","23","2020-08-30 21:51:32"
"321","161","25","2020-08-30 21:51:32"
"322","161","23","2020-08-30 21:51:32"
"325","163","25","2020-08-30 21:51:32"
"326","163","23","2020-08-30 21:51:32"
"327","164","25","2020-08-30 21:51:32"
"328","164","23","2020-08-30 21:51:32"
"329","165","25","2020-08-30 21:51:32"
"330","165","23","2020-08-30 21:51:32"
"331","166","25","2020-08-30 21:51:32"
"332","166","23","2020-08-30 21:51:32"
"335","168","25","2020-08-30 21:51:32"
"336","168","23","2020-08-30 21:51:32"
"337","169","25","2020-08-30 21:51:32"
"338","169","23","2020-08-30 21:51:32"
"339","170","25","2020-08-30 21:51:32"
"340","170","23","2020-08-30 21:51:32"
"341","171","25","2020-08-30 21:51:32"
"342","171","23","2020-08-30 21:51:32"
"343","172","25","2020-08-30 21:51:32"
"344","172","23","2020-08-30 21:51:32"
"345","173","25","2020-08-30 21:51:32"
"346","173","23","2020-08-30 21:51:32"
"347","174","25","2020-08-30 21:51:32"
"348","174","23","2020-08-30 21:51:32"
"349","175","25","2020-08-30 21:51:32"
"350","175","23","2020-08-30 21:51:32"
"351","176","25","2020-08-30 21:51:32"
"352","176","23","2020-08-30 21:51:32"
"353","177","25","2020-08-30 21:51:32"
"354","177","23","2020-08-30 21:51:32"
"355","178","25","2020-08-30 21:51:32"
"356","178","23","2020-08-30 21:51:32"
"357","179","25","2020-08-30 21:51:32"
"358","179","23","2020-08-30 21:51:32"
"359","180","25","2020-08-30 21:51:32"
"360","180","23","2020-08-30 21:51:32"
"361","181","25","2020-08-30 21:51:32"
"362","181","23","2020-08-30 21:51:32"
"363","182","25","2020-08-30 21:51:32"
"364","182","23","2020-08-30 21:51:32"
"365","183","25","2020-08-30 21:51:32"
"366","183","23","2020-08-30 21:51:32"
"367","184","25","2020-08-30 21:51:32"
"368","184","23","2020-08-30 21:51:32"
"369","185","25","2020-08-30 21:51:32"
"370","185","23","2020-08-30 21:51:32"
"373","187","25","2020-08-30 21:51:32"
"374","187","23","2020-08-30 21:51:32"
"375","188","25","2020-08-30 21:51:32"
"376","188","23","2020-08-30 21:51:32"
"377","189","25","2020-08-30 21:51:32"
"378","189","23","2020-08-30 21:51:32"
"379","190","25","2020-08-30 21:51:32"
"380","190","23","2020-08-30 21:51:32"
"381","191","25","2020-08-30 21:51:32"
"382","191","23","2020-08-30 21:51:32"
"383","192","25","2020-08-30 21:51:32"
"384","192","23","2020-08-30 21:51:32"
"387","194","25","2020-08-30 21:51:32"
"388","194","23","2020-08-30 21:51:32"
"389","195","25","2020-08-30 21:51:32"
"390","195","23","2020-08-30 21:51:32"
"391","196","25","2020-08-30 21:51:32"
"392","196","23","2020-08-30 21:51:32"
"393","197","25","2020-08-30 21:51:32"
"394","197","23","2020-08-30 21:51:32"
"395","198","25","2020-08-30 21:51:32"
"396","198","23","2020-08-30 21:51:32"
"397","199","25","2020-08-30 21:51:32"
"398","199","23","2020-08-30 21:51:32"
"399","200","25","2020-08-30 21:51:32"
"400","200","23","2020-08-30 21:51:32"
"401","201","25","2020-08-30 21:51:33"
"402","201","23","2020-08-30 21:51:33"
"403","202","25","2020-08-30 21:51:33"
"404","202","23","2020-08-30 21:51:33"
"405","203","25","2020-08-30 21:51:33"
"406","203","23","2020-08-30 21:51:33"
"407","204","25","2020-08-30 21:51:33"
"408","204","23","2020-08-30 21:51:33"
"409","205","25","2020-08-30 21:51:33"
"410","205","23","2020-08-30 21:51:33"
"411","206","25","2020-08-30 21:51:33"
"412","206","23","2020-08-30 21:51:33"
"413","207","25","2020-08-30 21:51:33"
"414","207","23","2020-08-30 21:51:33"
"415","208","25","2020-08-30 21:51:33"
"416","208","23","2020-08-30 21:51:33"
"417","209","25","2020-08-30 21:51:33"
"418","209","23","2020-08-30 21:51:33"
"419","210","25","2020-08-30 21:51:33"
"420","210","23","2020-08-30 21:51:33"
"421","211","25","2020-08-30 21:51:33"
"422","211","23","2020-08-30 21:51:33"
"423","212","25","2020-08-30 21:51:33"
"424","212","23","2020-08-30 21:51:33"
"425","213","25","2020-08-30 21:51:33"
"426","213","23","2020-08-30 21:51:33"
"429","215","25","2020-08-30 21:51:33"
"430","215","23","2020-08-30 21:51:33"
"433","217","25","2020-08-30 21:51:33"
"434","217","23","2020-08-30 21:51:33"
"439","220","25","2020-08-30 21:51:33"
"440","220","23","2020-08-30 21:51:33"
"441","221","25","2020-08-30 21:51:33"
"442","221","23","2020-08-30 21:51:33"
"443","222","25","2020-08-30 21:51:33"
"444","222","23","2020-08-30 21:51:33"
"451","226","25","2020-08-30 21:51:33"
"452","226","23","2020-08-30 21:51:33"
"453","227","25","2020-08-30 21:51:33"
"454","227","23","2020-08-30 21:51:33"
"455","228","25","2020-08-30 21:51:33"
"456","228","23","2020-08-30 21:51:33"
"457","229","25","2020-08-30 21:51:33"
"458","229","23","2020-08-30 21:51:33"
"459","230","26","2020-08-30 21:51:33"
"460","230","23","2020-08-30 21:51:33"
"461","231","26","2020-08-30 21:51:33"
"462","231","23","2020-08-30 21:51:33"
"463","232","26","2020-08-30 21:51:33"
"464","232","23","2020-08-30 21:51:33"
"465","233","26","2020-08-30 21:51:33"
"466","233","23","2020-08-30 21:51:33"
"467","234","26","2020-08-30 21:51:33"
"468","234","23","2020-08-30 21:51:33"
"471","236","26","2020-08-30 21:51:33"
"472","236","23","2020-08-30 21:51:33"
"473","237","26","2020-08-30 21:51:33"
"474","237","23","2020-08-30 21:51:33"
"475","238","26","2020-08-30 21:51:33"
"476","238","23","2020-08-30 21:51:33"
"477","239","26","2020-08-30 21:51:33"
"478","239","23","2020-08-30 21:51:33"
"479","240","26","2020-08-30 21:51:33"
"480","240","23","2020-08-30 21:51:33"
"481","241","26","2020-08-30 21:51:33"
"482","241","23","2020-08-30 21:51:33"
"483","242","26","2020-08-30 21:51:33"
"484","242","23","2020-08-30 21:51:33"
"485","243","26","2020-08-30 21:51:33"
"486","243","23","2020-08-30 21:51:33"
"487","244","26","2020-08-30 21:51:33"
"488","244","23","2020-08-30 21:51:33"
"489","245","26","2020-08-30 21:51:33"
"490","245","23","2020-08-30 21:51:33"
"491","246","26","2020-08-30 21:51:33"
"492","246","23","2020-08-30 21:51:33"
"493","247","26","2020-08-30 21:51:33"
"494","247","23","2020-08-30 21:51:33"
"495","248","26","2020-08-30 21:51:33"
"496","248","23","2020-08-30 21:51:33"
"497","249","26","2020-08-30 21:51:33"
"498","249","23","2020-08-30 21:51:33"
"499","250","26","2020-08-30 21:51:33"
"500","250","23","2020-08-30 21:51:33"
"501","251","26","2020-08-30 21:51:33"
"502","251","23","2020-08-30 21:51:33"
"503","252","26","2020-08-30 21:51:33"
"504","252","23","2020-08-30 21:51:33"
"505","253","26","2020-08-30 21:51:33"
"506","253","23","2020-08-30 21:51:33"
"507","254","26","2020-08-30 21:51:33"
"508","254","23","2020-08-30 21:51:33"
"509","255","26","2020-08-30 21:51:33"
"510","255","23","2020-08-30 21:51:33"
"511","256","26","2020-08-30 21:51:33"
"512","256","23","2020-08-30 21:51:33"
"513","257","26","2020-08-30 21:51:33"
"514","257","23","2020-08-30 21:51:33"
"515","258","26","2020-08-30 21:51:33"
"516","258","23","2020-08-30 21:51:33"
"517","259","26","2020-08-30 21:51:33"
"518","259","23","2020-08-30 21:51:33"
"519","260","26","2020-08-30 21:51:33"
"520","260","23","2020-08-30 21:51:33"
"521","261","26","2020-08-30 21:51:33"
"522","261","23","2020-08-30 21:51:33"
"523","262","26","2020-08-30 21:51:33"
"524","262","23","2020-08-30 21:51:33"
"525","263","26","2020-08-30 21:51:33"
"526","263","23","2020-08-30 21:51:33"
"527","264","26","2020-08-30 21:51:33"
"528","264","23","2020-08-30 21:51:33"
"529","265","26","2020-08-30 21:51:33"
"530","265","23","2020-08-30 21:51:33"
"531","266","26","2020-08-30 21:51:33"
"532","266","23","2020-08-30 21:51:33"
"533","267","26","2020-08-30 21:51:33"
"534","267","23","2020-08-30 21:51:33"
"535","268","26","2020-08-30 21:51:33"
"536","268","23","2020-08-30 21:51:33"
"537","269","26","2020-08-30 21:51:33"
"538","269","23","2020-08-30 21:51:33"
"539","270","26","2020-08-30 21:51:33"
"540","270","23","2020-08-30 21:51:33"
"541","271","26","2020-08-30 21:51:33"
"542","271","23","2020-08-30 21:51:33"
"543","272","26","2020-08-30 21:51:33"
"544","272","23","2020-08-30 21:51:33"
"545","273","26","2020-08-30 21:51:33"
"546","273","23","2020-08-30 21:51:33"
"547","274","26","2020-08-30 21:51:33"
"548","274","23","2020-08-30 21:51:33"
"549","275","26","2020-08-30 21:51:33"
"550","275","23","2020-08-30 21:51:33"
"551","276","26","2020-08-30 21:51:33"
"552","276","23","2020-08-30 21:51:33"
"553","277","26","2020-08-30 21:51:33"
"554","277","23","2020-08-30 21:51:33"
"555","278","26","2020-08-30 21:51:33"
"556","278","23","2020-08-30 21:51:33"
"557","279","26","2020-08-30 21:51:33"
"558","279","23","2020-08-30 21:51:33"
"559","280","26","2020-08-30 21:51:33"
"560","280","23","2020-08-30 21:51:33"
"561","281","26","2020-08-30 21:51:33"
"562","281","23","2020-08-30 21:51:33"
"563","282","26","2020-08-30 21:51:33"
"564","282","23","2020-08-30 21:51:33"
"565","283","27","2020-08-30 21:51:33"
"566","283","23","2020-08-30 21:51:33"
"569","285","27","2020-08-30 21:51:33"
"570","285","23","2020-08-30 21:51:33"
"571","286","27","2020-08-30 21:51:33"
"572","286","23","2020-08-30 21:51:33"
"573","287","27","2020-08-30 21:51:33"
"574","287","23","2020-08-30 21:51:33"
"575","288","27","2020-08-30 21:51:33"
"576","288","23","2020-08-30 21:51:33"
"577","289","27","2020-08-30 21:51:33"
"578","289","23","2020-08-30 21:51:33"
"579","290","27","2020-08-30 21:51:33"
"580","290","23","2020-08-30 21:51:33"
"581","291","27","2020-08-30 21:51:33"
"582","291","23","2020-08-30 21:51:33"
"583","292","27","2020-08-30 21:51:33"
"584","292","23","2020-08-30 21:51:33"
"585","293","27","2020-08-30 21:51:33"
"586","293","23","2020-08-30 21:51:33"
"587","294","27","2020-08-30 21:51:33"
"588","294","23","2020-08-30 21:51:33"
"589","295","27","2020-08-30 21:51:33"
"590","295","23","2020-08-30 21:51:33"
"591","296","27","2020-08-30 21:51:33"
"592","296","23","2020-08-30 21:51:33"
"593","297","27","2020-08-30 21:51:33"
"594","297","23","2020-08-30 21:51:33"
"595","298","27","2020-08-30 21:51:33"
"596","298","23","2020-08-30 21:51:33"
"597","299","27","2020-08-30 21:51:34"
"598","299","23","2020-08-30 21:51:34"
"599","300","27","2020-08-30 21:51:34"
"600","300","23","2020-08-30 21:51:34"
"601","301","27","2020-08-30 21:51:34"
"602","301","23","2020-08-30 21:51:34"
"603","302","27","2020-08-30 21:51:34"
"604","302","23","2020-08-30 21:51:34"
"605","303","27","2020-08-30 21:51:34"
"606","303","23","2020-08-30 21:51:34"
"607","304","27","2020-08-30 21:51:34"
"608","304","23","2020-08-30 21:51:34"
"609","305","27","2020-08-30 21:51:34"
"610","305","23","2020-08-30 21:51:34"
"611","306","27","2020-08-30 21:51:34"
"612","306","23","2020-08-30 21:51:34"
"613","307","27","2020-08-30 21:51:34"
"614","307","23","2020-08-30 21:51:34"
"615","308","27","2020-08-30 21:51:34"
"616","308","23","2020-08-30 21:51:34"
"617","309","27","2020-08-30 21:51:34"
"618","309","23","2020-08-30 21:51:34"
"619","310","27","2020-08-30 21:51:34"
"620","310","23","2020-08-30 21:51:34"
"621","311","27","2020-08-30 21:51:34"
"622","311","23","2020-08-30 21:51:34"
"623","312","27","2020-08-30 21:51:34"
"624","312","23","2020-08-30 21:51:34"
"625","313","27","2020-08-30 21:51:34"
"626","313","23","2020-08-30 21:51:34"
"627","314","27","2020-08-30 21:51:34"
"628","314","23","2020-08-30 21:51:34"
"629","315","27","2020-08-30 21:51:34"
"630","315","23","2020-08-30 21:51:34"
"631","316","27","2020-08-30 21:51:34"
"632","316","23","2020-08-30 21:51:34"
"633","317","27","2020-08-30 21:51:34"
"634","317","23","2020-08-30 21:51:34"
"635","318","27","2020-08-30 21:51:34"
"636","318","23","2020-08-30 21:51:34"
"637","319","27","2020-08-30 21:51:34"
"638","319","23","2020-08-30 21:51:34"
"641","321","27","2020-08-30 21:51:34"
"642","321","23","2020-08-30 21:51:34"
"643","322","27","2020-08-30 21:51:34"
"644","322","23","2020-08-30 21:51:34"
"645","323","27","2020-08-30 21:51:34"
"646","323","23","2020-08-30 21:51:34"
"647","324","27","2020-08-30 21:51:34"
"648","324","23","2020-08-30 21:51:34"
"649","325","27","2020-08-30 21:51:34"
"650","325","23","2020-08-30 21:51:34"
"651","326","27","2020-08-30 21:51:34"
"652","326","23","2020-08-30 21:51:34"
"653","327","27","2020-08-30 21:51:34"
"654","327","23","2020-08-30 21:51:34"
"655","328","27","2020-08-30 21:51:34"
"656","328","23","2020-08-30 21:51:34"
"657","329","27","2020-08-30 21:51:34"
"658","329","23","2020-08-30 21:51:34"
"659","330","27","2020-08-30 21:51:34"
"660","330","23","2020-08-30 21:51:34"
"661","331","27","2020-08-30 21:51:34"
"662","331","23","2020-08-30 21:51:34"
"663","332","27","2020-08-30 21:51:34"
"664","332","23","2020-08-30 21:51:34"
"665","333","27","2020-08-30 21:51:34"
"666","333","23","2020-08-30 21:51:34"
"667","334","27","2020-08-30 21:51:34"
"668","334","23","2020-08-30 21:51:34"
"669","335","27","2020-08-30 21:51:34"
"670","335","23","2020-08-30 21:51:34"
"671","336","27","2020-08-30 21:51:34"
"672","336","23","2020-08-30 21:51:34"
"673","337","27","2020-08-30 21:51:34"
"674","337","23","2020-08-30 21:51:34"
"675","338","27","2020-08-30 21:51:34"
"676","338","23","2020-08-30 21:51:34"
"677","339","27","2020-08-30 21:51:34"
"678","339","23","2020-08-30 21:51:34"
"679","340","27","2020-08-30 21:51:34"
"680","340","23","2020-08-30 21:51:34"
"681","341","27","2020-08-30 21:51:34"
"682","341","23","2020-08-30 21:51:34"
"683","342","27","2020-08-30 21:51:34"
"684","342","23","2020-08-30 21:51:34"
"685","343","27","2020-08-30 21:51:34"
"686","343","23","2020-08-30 21:51:34"
"687","344","27","2020-08-30 21:51:34"
"688","344","23","2020-08-30 21:51:34"
"689","345","27","2020-08-30 21:51:34"
"690","345","23","2020-08-30 21:51:34"
"691","346","27","2020-08-30 21:51:34"
"692","346","23","2020-08-30 21:51:34"
"693","347","27","2020-08-30 21:51:34"
"694","347","23","2020-08-30 21:51:34"
"695","348","27","2020-08-30 21:51:34"
"696","348","23","2020-08-30 21:51:34"
"697","349","27","2020-08-30 21:51:34"
"698","349","23","2020-08-30 21:51:34"
"699","350","27","2020-08-30 21:51:34"
"700","350","23","2020-08-30 21:51:34"
"701","351","27","2020-08-30 21:51:34"
"702","351","23","2020-08-30 21:51:34"
"703","352","27","2020-08-30 21:51:34"
"704","352","23","2020-08-30 21:51:34"
"705","353","27","2020-08-30 21:51:34"
"706","353","23","2020-08-30 21:51:34"
"707","354","27","2020-08-30 21:51:34"
"708","354","23","2020-08-30 21:51:34"
"709","355","27","2020-08-30 21:51:34"
"710","355","23","2020-08-30 21:51:34"
"711","356","27","2020-08-30 21:51:34"
"712","356","23","2020-08-30 21:51:34"
"713","357","27","2020-08-30 21:51:34"
"714","357","23","2020-08-30 21:51:34"
"715","358","27","2020-08-30 21:51:34"
"716","358","23","2020-08-30 21:51:34"
"717","359","27","2020-08-30 21:51:34"
"718","359","23","2020-08-30 21:51:34"
"719","360","27","2020-08-30 21:51:34"
"720","360","23","2020-08-30 21:51:34"
"721","361","27","2020-08-30 21:51:34"
"722","361","23","2020-08-30 21:51:34"
"723","362","27","2020-08-30 21:51:34"
"724","362","23","2020-08-30 21:51:34"
"725","363","27","2020-08-30 21:51:34"
"726","363","23","2020-08-30 21:51:34"
"727","364","27","2020-08-30 21:51:34"
"728","364","23","2020-08-30 21:51:34"
"729","365","27","2020-08-30 21:51:34"
"730","365","23","2020-08-30 21:51:34"
"731","366","27","2020-08-30 21:51:34"
"732","366","23","2020-08-30 21:51:34"
"733","367","27","2020-08-30 21:51:34"
"734","367","23","2020-08-30 21:51:34"
"735","368","27","2020-08-30 21:51:34"
"736","368","23","2020-08-30 21:51:34"
"737","369","27","2020-08-30 21:51:34"
"738","369","23","2020-08-30 21:51:34"
"739","370","27","2020-08-30 21:51:34"
"740","370","23","2020-08-30 21:51:34"
"741","371","27","2020-08-30 21:51:34"
"742","371","23","2020-08-30 21:51:34"
"743","372","27","2020-08-30 21:51:34"
"744","372","23","2020-08-30 21:51:34"
"745","373","27","2020-08-30 21:51:34"
"746","373","23","2020-08-30 21:51:34"
"749","375","27","2020-08-30 21:51:34"
"750","375","23","2020-08-30 21:51:34"
"751","376","27","2020-08-30 21:51:34"
"752","376","23","2020-08-30 21:51:34"
"753","377","27","2020-08-30 21:51:34"
"754","377","23","2020-08-30 21:51:34"
"755","378","27","2020-08-30 21:51:34"
"756","378","23","2020-08-30 21:51:34"
"757","379","27","2020-08-30 21:51:34"
"758","379","23","2020-08-30 21:51:34"
"759","380","27","2020-08-30 21:51:34"
"760","380","23","2020-08-30 21:51:34"
"761","381","27","2020-08-30 21:51:34"
"762","381","23","2020-08-30 21:51:34"
"763","382","27","2020-08-30 21:51:34"
"764","382","23","2020-08-30 21:51:34"
"765","383","27","2020-08-30 21:51:34"
"766","383","23","2020-08-30 21:51:34"
"767","384","27","2020-08-30 21:51:34"
"768","384","23","2020-08-30 21:51:34"
"769","385","27","2020-08-30 21:51:34"
"770","385","23","2020-08-30 21:51:34"
"771","386","27","2020-08-30 21:51:34"
"772","386","23","2020-08-30 21:51:34"
"773","387","27","2020-08-30 21:51:34"
"774","387","23","2020-08-30 21:51:34"
"775","388","28","2020-08-30 21:51:35"
"776","388","23","2020-08-30 21:51:35"
"777","389","28","2020-08-30 21:51:35"
"778","389","23","2020-08-30 21:51:35"
"779","390","28","2020-08-30 21:51:35"
"780","390","23","2020-08-30 21:51:35"
"781","391","28","2020-08-30 21:51:35"
"782","391","23","2020-08-30 21:51:35"
"783","392","28","2020-08-30 21:51:35"
"784","392","23","2020-08-30 21:51:35"
"785","393","28","2020-08-30 21:51:35"
"786","393","23","2020-08-30 21:51:35"
"787","394","28","2020-08-30 21:51:35"
"788","394","23","2020-08-30 21:51:35"
"791","396","28","2020-08-30 21:51:35"
"792","396","23","2020-08-30 21:51:35"
"793","397","28","2020-08-30 21:51:35"
"794","397","23","2020-08-30 21:51:35"
"795","398","28","2020-08-30 21:51:35"
"796","398","23","2020-08-30 21:51:35"
"797","399","28","2020-08-30 21:51:35"
"798","399","23","2020-08-30 21:51:35"
"799","400","28","2020-08-30 21:51:35"
"800","400","23","2020-08-30 21:51:35"
"801","401","28","2020-08-30 21:51:35"
"802","401","23","2020-08-30 21:51:35"
"803","402","29","2020-08-30 21:51:35"
"804","402","23","2020-08-30 21:51:35"
"805","403","29","2020-08-30 21:51:35"
"806","403","23","2020-08-30 21:51:35"
"807","404","29","2020-08-30 21:51:35"
"808","404","23","2020-08-30 21:51:35"
"809","405","29","2020-08-30 21:51:35"
"810","405","23","2020-08-30 21:51:35"
"811","406","29","2020-08-30 21:51:35"
"812","406","23","2020-08-30 21:51:35"
"813","407","29","2020-08-30 21:51:35"
"814","407","23","2020-08-30 21:51:35"
"815","408","29","2020-08-30 21:51:35"
"816","408","23","2020-08-30 21:51:35"
"817","409","29","2020-08-30 21:51:35"
"818","409","23","2020-08-30 21:51:35"
"819","410","29","2020-08-30 21:51:35"
"820","410","23","2020-08-30 21:51:35"
"821","411","29","2020-08-30 21:51:35"
"822","411","23","2020-08-30 21:51:35"
"823","412","29","2020-08-30 21:51:35"
"824","412","23","2020-08-30 21:51:35"
"825","413","29","2020-08-30 21:51:35"
"826","413","23","2020-08-30 21:51:35"
"827","414","30","2020-08-30 21:51:35"
